purl,repository_url,repository_type,repository_kind,confidence,evidence,warnings,version_reference,resolver,resolved_at
pkg:pypi/cffi,https://github.com/python-cffi/cffi,github,source_code,high,"[""Fetched package metadata from pypi-json"", ""Validated repository URL: https://github.com/python-cffi/cffi"", ""Validated repository URL: https://groups.google.com/forum"", ""Selected highest scoring repository candidate"", ""Resolved version-specific release link""]",[],https://github.com/python-cffi/cffi/releases/tag/v2.0.0,purl2repo,2026-05-31 11:41:50.232221+00:00
pkg:pypi/certifi,https://github.com/certifi/python-certifi,github,source_code,high,"[""Fetched package metadata from pypi-json"", ""Validated repository URL: https://github.com/certifi/python-certifi"", ""Validated repository URL: https://github.com/certifi/python-certifi"", ""Selected highest scoring repository candidate"", ""Version not supplied; skipped version-specific release resolution""]","[""Multiple plausible repositories found with similar scores"", ""Version not supplied; skipped version-specific release resolution""]",,purl2repo,2026-05-30 21:05:48.724137+00:00
pkg:pypi/altgraph,https://github.com/ronaldoussoren/altgraph,github,source_code,high,"[""Fetched package metadata from pypi-json"", ""Validated repository URL: https://github.com/ronaldoussoren/altgraph"", ""Validated repository URL: https://github.com/ronaldoussoren/altgraph"", ""Validated repository URL: https://pypi.python.org/pypi/altgraph"", ""Validated repository URL: https://pypi.python.org/pypi/altgraph"", ""Selected highest scoring repository candidate"", ""Resolved version-specific release link""]","[""Multiple plausible repositories found with similar scores""]",https://github.com/ronaldoussoren/altgraph/releases/tag/v0.17.5,purl2repo,2026-05-30 21:05:19.154334+00:00
pkg:pypi/django,https://github.com/django/django,github,source_code,low,"[""Fetched package metadata from pypi-json"", ""Queried deps.dev as a third-party fallback metadata source"", ""Used fallback scraping because structured metadata did not yield a usable repository candidate"", ""Validated repository URL: https://github.com/django/django"", ""Validated repository URL: https://pypi.org/project/Django/submit-malware-report"", ""Validated repository URL: https://github.com/pypi/warehouse"", ""Validated repository URL: https://github.com/django"", ""Selected highest scoring repository candidate"", ""Resolved version-specific release link""]","[""Used fallback scraping because structured metadata did not yield a usable repository candidate"", ""Multiple plausible repositories found with similar scores""]",https://github.com/django/django/releases/tag/v1.11.1,purl2repo,2026-05-26 18:59:02.029966+00:00
